tiempo,salida,entrada
276.3,0.6676,10
276.4,0.7464,10
276.5,0.6184,10
276.6,0.59,10
276.7,0.5285,10
276.8,0.6774,10
276.9,0.6571,10
277,0.5109,10
277.1,0.5083,10
277.2,0.6481,10
277.3,0.5719,10
277.4,0.701,10
277.5,0.5514,10
277.6,0.6251,10
277.7,0.7067,10
277.8,0.6812,10
277.9,0.507,10
278,0.7486,10
278.1,0.5928,10
278.2,0.6417,10
278.3,0.6802,10
278.4,0.6676,10
278.5,0.8118,10
278.6,0.6058,10
278.7,0.6131,10
278.8,0.6526,10
278.9,0.5668,10
279,0.6028,10
279.1,0.7441,10
279.2,0.6345,10
279.3,0.6787,10
279.4,0.5999,10
279.5,0.6575,10
279.6,0.5612,10
279.7,0.4959,10
279.8,0.7328,10
279.9,0.6536,10
280,0.3993,10
280.1,0.6753,10
280.2,0.5954,10
280.3,0.5577,10
280.4,0.7704,10
280.5,0.5771,10
280.6,0.6986,10
280.7,0.7286,10
280.8,0.4695,10
280.9,0.836,10
281,0.6387,10
281.1,0.6908,10
281.2,0.6755,10
281.3,0.539,10
281.4,0.5631,10
281.5,0.7409,10
281.6,0.3885,10
281.7,0.6838,10
281.8,0.5754,10
281.9,0.5138,10
282,0.6117,10
282.1,0.5744,10
282.2,0.6311,10
282.3,0.6126,10
282.4,0.6374,10
282.5,0.6887,10
282.6,0.7501,10
282.7,0.6641,10
282.8,0.6638,10
282.9,0.782,10
283,0.5558,10
283.1,0.5508,10
283.2,0.6735,10
283.3,0.6797,10
283.4,0.6554,10
283.5,0.6305,10
283.6,0.555,10
283.7,0.6737,10
283.8,0.7067,10
283.9,0.6652,10
284,0.5535,10
284.1,0.5268,10
284.2,0.5471,10
284.3,0.6828,10
284.4,0.7318,10
284.5,0.4892,10
284.6,0.547,10
284.7,0.5724,10
284.8,0.6587,10
284.9,0.6716,10
285,0.6272,10
285.1,0.7623,10
285.2,0.4913,10
285.3,0.6929,10
285.4,0.6087,10
285.5,0.5525,10
285.6,0.7849,10
285.7,0.5136,10
285.8,0.6955,10
285.9,0.6156,10
286,0.6388,10
286.1,0.4921,10
286.2,0.6132,10
286.3,0.6634,10
286.4,0.6348,10
286.5,0.7307,10
286.6,0.89,10
286.7,0.5656,10
286.8,0.5848,10
286.9,0.6323,10
287,0.5133,10
287.1,0.6199,10
287.2,0.5249,10
287.3,0.594,10
287.4,0.6367,10
287.5,0.7695,10
287.6,0.6677,10
287.7,0.6607,10
287.8,0.6819,10
287.9,0.6566,10
288,0.4811,10
288.1,0.7679,10
288.2,0.4808,10
288.3,0.4788,10
288.4,0.6136,10
288.5,0.7588,10
288.6,0.7111,10
288.7,0.7291,10
288.8,0.7761,10
288.9,0.7069,10
289,0.7148,10
289.1,0.6803,10
289.2,0.617,10
289.3,0.7342,10
289.4,0.6654,10
289.5,0.6926,10
289.6,0.6785,10
289.7,0.8047,10
289.8,0.6793,10
289.9,0.6669,10
290,0.6713,10
290.1,0.6765,10
290.2,0.6623,10
290.3,0.5432,10
290.4,0.4733,10
290.5,0.6847,10
290.6,0.5716,10
290.7,0.6174,10
290.8,0.5673,10
290.9,0.6109,10
291,0.6705,10
291.1,0.7729,10
291.2,0.6182,10
291.3,0.5953,10
291.4,0.5979,10
291.5,0.7704,10
291.6,0.5375,10
291.7,0.8756,10
291.8,0.5606,10
291.9,0.6291,10
292,0.6122,10
292.1,0.7493,10
292.2,0.7542,10
292.3,0.6783,10
292.4,0.6588,10
292.5,0.8358,10
292.6,0.5779,10
292.7,0.784,10
292.8,0.5386,10
292.9,0.7041,10
293,0.689,10
293.1,0.7229,10
293.2,0.5932,10
293.3,0.5539,10
293.4,0.6289,10
293.5,0.6382,10
293.6,0.8354,10
293.7,0.7318,10
293.8,0.706,10
293.9,0.803,10
294,0.776,10
294.1,0.7639,10
294.2,0.6986,10
294.3,0.6111,10
294.4,0.7394,10
294.5,0.786,10
294.6,0.6476,10
294.7,0.5849,10
294.8,0.7569,10
294.9,0.6627,10
295,0.5914,10
295.1,0.745,10
295.2,0.8449,10
295.3,0.6099,10
295.4,0.7909,10
295.5,0.7891,10
295.6,0.6655,10
295.7,0.7723,10
295.8,0.8723,10
295.9,0.6902,10
296,0.7898,10
296.1,0.7042,10
296.2,0.7315,10
296.3,0.7245,10
296.4,0.7295,10
296.5,0.5175,10
296.6,0.8124,10
296.7,0.8523,10
296.8,0.7436,10
296.9,0.8894,10
297,0.7042,10
297.1,0.737,10
297.2,0.7384,10
297.3,0.8766,10
297.4,0.84,10
297.5,0.9555,10
297.6,0.7833,10
297.7,0.6046,10
297.8,0.6293,10
297.9,0.7396,10
298,0.8278,10
298.1,0.9072,10
298.2,0.6678,10
298.3,0.6685,10
298.4,0.7953,10
298.5,0.7668,10
298.6,0.617,10
298.7,0.7473,10
298.8,0.8056,10
298.9,0.644,10
299,0.7386,10
299.1,0.5295,10
299.2,0.8339,10
299.3,0.6607,10
299.4,0.6877,10
299.5,0.7368,10
299.6,0.6195,10
299.7,0.7364,10
299.8,0.7003,10
299.9,0.8837,10
300,0.732,10
300.1,0.7765,10
300.2,0.6971,10
300.3,0.7629,10
300.4,0.8133,10
300.5,0.7586,10
300.6,0.7433,10
300.7,0.9573,10
300.8,0.9535,10
300.9,0.7669,10
301,0.7836,10
301.1,0.6516,10
301.2,0.6847,10
301.3,0.771,10
301.4,0.8364,10
301.5,0.6973,10
301.6,0.7078,10
301.7,0.6332,10
301.8,0.6922,10
301.9,0.8054,10
302,0.6624,10
302.1,0.5604,10
302.2,0.7705,10
302.3,0.75,10
302.4,0.8134,10
302.5,0.5732,10
302.6,0.8595,10
302.7,0.8077,10
302.8,0.6963,10
302.9,0.7115,10
303,0.7855,10
303.1,0.5527,10
303.2,0.6674,10
303.3,0.6866,10
303.4,0.817,10
303.5,0.8323,10
303.6,0.6929,10
303.7,0.8979,10
303.8,0.7272,10
303.9,0.8405,10
304,0.6837,10
304.1,0.7458,10
304.2,0.7753,10
304.3,0.8527,10
304.4,0.5395,10
304.5,0.6656,10
304.6,0.8771,10
304.7,0.4822,10
304.8,0.7613,10
304.9,0.8392,10
305,0.7078,10
305.1,0.841,10
305.2,0.8107,10
305.3,0.7349,10
305.4,0.7247,10
305.5,0.6634,10
305.6,0.6462,10
305.7,0.8478,10
305.8,0.8472,10
305.9,0.6508,10
306,0.5851,10
306.1,0.509,10
306.2,0.6928,10
306.3,0.7585,10
306.4,0.7776,10
306.5,0.8981,10
306.6,0.6937,10
306.7,0.7879,10
306.8,0.8245,10
306.9,0.8389,10
307,0.8846,10
307.1,0.7219,10
307.2,0.9281,10
307.3,0.5908,10
307.4,0.9394,10
307.5,0.5739,10
307.6,0.7956,10
307.7,0.77,10
307.8,0.9893,10
307.9,0.7918,10
308,0.6665,10
308.1,0.9306,10
308.2,0.5688,10
308.3,0.9052,10
308.4,0.8599,10
308.5,0.7311,10
308.6,0.7209,10
308.7,0.8412,10
308.8,0.7412,10
308.9,0.716,10
309,0.8515,10
309.1,0.9374,10
309.2,0.8039,10
309.3,0.8959,10
309.4,0.6209,10
309.5,0.7429,10
309.6,0.845,10
309.7,0.7665,10
309.8,0.6045,10
309.9,0.8832,10
310,0.6545,10
310.1,0.8595,10
310.2,0.7223,10
310.3,0.9917,10
310.4,0.8589,10
310.5,0.6906,10
310.6,0.7595,10
310.7,0.8188,10
310.8,0.7319,10
310.9,0.8131,10
311,0.7385,10
311.1,0.627,10
311.2,0.7921,10
311.3,0.9247,10
311.4,0.608,10
311.5,0.654,10
311.6,0.9282,10
311.7,0.9258,10
311.8,0.7271,10
311.9,0.8802,10
312,0.8266,10
312.1,0.6918,10
312.2,0.8181,10
312.3,0.7329,10
312.4,0.8313,10
312.5,0.7065,10
312.6,0.8995,10
312.7,0.7834,10
312.8,0.896,10
312.9,0.6992,10
313,0.8398,10
313.1,0.8178,10
313.2,0.7532,10
313.3,0.8739,10
313.4,0.8739,10
313.5,0.8905,10
313.6,0.9146,10
313.7,0.8072,10
313.8,0.7571,10
313.9,0.7018,10
314,0.8161,10
314.1,0.8618,10
314.2,0.7704,10
314.3,0.7856,10
314.4,0.7376,10
314.5,0.6428,10
314.6,0.7638,10
314.7,0.7439,10
314.8,0.8058,10
314.9,0.7594,10
315,0.7948,10
315.1,0.9324,10
315.2,0.7834,10
315.3,0.7231,10
315.4,0.6556,10
315.5,0.7511,10
315.6,0.7571,10
315.7,0.9286,10
315.8,0.8919,10
315.9,0.9916,10
316,0.81,10
316.1,0.98,10
316.2,0.5404,10
316.3,0.7829,10
316.4,0.7367,10
316.5,0.6094,10
316.6,0.7086,10
316.7,0.6703,10
316.8,0.7232,10
316.9,0.7343,10
317,0.861,10
317.1,0.8451,10
317.2,0.8144,10
317.3,0.6366,10
317.4,0.914,10
317.5,0.9676,10
317.6,0.8647,10
317.7,0.8048,10
317.8,0.9974,10
317.9,0.8888,10
318,0.8125,10
318.1,0.6739,10
318.2,0.6844,10
318.3,0.8858,10
318.4,0.7126,10
318.5,0.7539,10
318.6,0.6841,10
318.7,0.8756,10
318.8,0.9565,10
318.9,0.8112,10
319,0.735,10
319.1,0.5717,10
319.2,0.7847,10
319.3,0.8984,10
319.4,0.8371,10
319.5,0.9832,10
319.6,0.6969,10
319.7,0.8367,10
319.8,0.9472,10
319.9,0.5784,10
320,0.9183,10
320.1,0.9574,10
320.2,0.8435,10
320.3,0.8513,10
320.4,0.9223,10
320.5,0.7657,10
320.6,0.7623,10
320.7,0.6728,10
320.8,0.8636,10
320.9,0.861,10
321,0.8282,10
321.1,0.8996,10
321.2,0.9216,10
321.3,0.848,10
321.4,0.8596,10
321.5,0.8545,10
321.6,0.7129,10
321.7,0.7821,10
321.8,0.832,10
321.9,0.847,10
322,1.0215,10
322.1,0.8447,10
322.2,0.8144,10
322.3,0.8812,10
322.4,0.8334,10
322.5,0.7921,10
322.6,1.0236,10
322.7,0.8256,10
322.8,0.8858,10
322.9,0.7769,10
323,0.915,10
323.1,0.7671,10
323.2,0.8029,10
323.3,0.9462,10
323.4,0.8696,10
323.5,0.8626,10
323.6,0.7818,10
323.7,0.9485,10
323.8,0.8825,10
323.9,0.8128,10
324,0.9777,10
324.1,0.6805,10
324.2,0.9312,10
324.3,1.0207,10
324.4,0.8819,10
324.5,0.9134,10
324.6,0.9063,10
324.7,1.0142,10
324.8,0.8584,10
324.9,0.7633,10
325,0.7986,10
325.1,0.8121,10
325.2,0.8599,10
325.3,0.9577,10
325.4,1.0269,10
325.5,0.7798,10
325.6,0.9485,10
325.7,0.8407,10
325.8,0.8648,10
325.9,0.7279,10
326,1.0063,10
326.1,1.0066,10
326.2,0.8866,10
326.3,0.8464,10
326.4,0.9459,10
326.5,0.8044,10
326.6,0.9841,10
326.7,1.0034,10
326.8,0.7496,10
326.9,0.7409,10
327,0.8915,10
327.1,0.8378,10
327.2,0.8726,10
327.3,0.8698,10
327.4,0.9642,10
327.5,1.0161,10
327.6,0.8995,10
327.7,1.0027,10
327.8,0.825,10
327.9,0.7094,10
328,1.0834,10
328.1,1.0538,10
328.2,0.9353,10
328.3,0.8395,10
328.4,0.8145,10
328.5,0.9401,10
328.6,0.7261,10
328.7,0.8421,10
328.8,0.801,10
328.9,0.8409,10
329,0.9449,10
329.1,0.9398,10
329.2,0.8306,10
329.3,0.9262,10
329.4,0.865,10
329.5,0.9196,10
329.6,0.8648,10
329.7,0.8453,10
329.8,0.9636,10
329.9,0.9617,10
330,1.0842,10
330.1,0.8589,10
330.2,1.0949,10
330.3,1.035,10
330.4,0.8752,10
330.5,0.9557,10
330.6,0.9412,10
330.7,1.0261,10
330.8,0.7793,10
330.9,0.9378,10
331,1.0424,10
331.1,0.8901,10
331.2,0.8374,10
331.3,0.8406,10
331.4,0.9944,10
331.5,0.9081,10
331.6,0.7894,10
331.7,0.7499,10
331.8,0.8513,10
331.9,1.0929,10
332,0.9697,10
332.1,1.0422,10
332.2,0.9226,10
332.3,1.0216,10
332.4,0.8225,10
332.5,0.9257,10
332.6,0.8445,10
332.7,1.0549,10
332.8,1.0023,10
332.9,0.8854,10
333,0.7625,10
333.1,1.0192,10
333.2,0.712,10
333.3,0.8772,10
333.4,0.9644,10
333.5,0.8569,10
333.6,0.9282,10
333.7,0.9429,10
333.8,0.8647,10
333.9,1.0163,10
334,0.7962,10
334.1,0.997,10
334.2,0.9515,10
334.3,0.9089,10
334.4,0.798,10
334.5,1.0727,10
334.6,0.8758,10
334.7,0.9598,10
334.8,0.8994,10
334.9,0.9736,10
335,0.8812,10
335.1,1.0925,10
335.2,1.0872,10
335.3,0.9247,10
335.4,0.9181,10
335.5,0.8337,10
335.6,1.0614,10
335.7,0.9914,10
335.8,0.7447,10
335.9,0.9347,10
336,0.7649,10
336.1,0.8362,10
336.2,0.847,10
336.3,0.9107,10
336.4,0.7603,10
336.5,0.8257,10
336.6,1.0362,10
336.7,0.8746,10
336.8,0.7856,10
336.9,1.0398,10
337,0.8651,10
337.1,0.851,10
337.2,0.9024,10
337.3,1.143,10
337.4,0.9779,10
337.5,0.8225,10
337.6,0.7375,10
337.7,0.664,10
337.8,0.9068,10
337.9,0.7701,10
338,0.9141,10
338.1,0.7812,10
338.2,1.05,10
338.3,1.1472,10
338.4,0.9108,10
338.5,0.7289,10
338.6,1.0019,10
338.7,0.5909,10
338.8,1.0699,10
338.9,0.8504,10
339,0.9111,10
339.1,0.9555,10
339.2,0.9078,10
339.3,0.9371,10
339.4,0.9728,10
339.5,1.0261,10
339.6,0.986,10
339.7,0.9366,10
339.8,1.0866,10
339.9,1.0818,10
340,1.0578,10
340.1,0.8705,10
340.2,0.8226,10
340.3,1.0074,10
340.4,1.0846,10
340.5,1.037,10
340.6,1.0123,10
340.7,0.988,10
340.8,0.9305,10
340.9,0.9708,10
341,1.0597,10
341.1,0.9246,10
341.2,0.9827,10
341.3,0.9894,10
341.4,0.9416,10
341.5,1.1076,10
341.6,0.9302,10
341.7,1.0267,10
341.8,0.9382,10
341.9,1.0187,10
342,0.9647,10
342.1,1.0049,10
342.2,1.1202,10
342.3,1.1578,10
342.4,1.0943,10
342.5,0.9922,10
342.6,0.9401,10
342.7,0.8042,10
342.8,1.2164,10
342.9,1.0163,10
343,1.06,10
343.1,1.1025,10
343.2,0.9517,10
343.3,0.985,10
343.4,0.999,10
343.5,1.1575,10
343.6,1.0128,10
343.7,0.8307,10
343.8,0.9527,10
343.9,1.0328,10
344,0.9145,10
344.1,0.9641,10
344.2,0.8423,10
344.3,0.9122,10
344.4,1.0369,10
344.5,0.9261,10
344.6,1.0141,10
344.7,0.9176,10
344.8,0.8292,10
344.9,0.898,10
345,1.0533,10
345.1,0.9922,10
345.2,0.9935,10
345.3,1.0753,10
345.4,1.0693,10
345.5,1.1585,10
345.6,0.9462,10
345.7,1.1045,10
345.8,1.0897,10
345.9,0.9953,10
346,1.0731,10
346.1,1.0302,10
346.2,1.0559,10
346.3,1.0827,10
346.4,1.0192,10
346.5,1.1797,10
346.6,1.0643,10
346.7,1.0522,10
346.8,1.0981,10
346.9,1.0004,10
347,0.947,10
347.1,1.0858,10
347.2,0.9398,10
347.3,0.9318,10
347.4,0.9429,10
347.5,1.0502,10
347.6,1.1264,10
347.7,1.3778,10
347.8,0.9789,10
347.9,0.9389,10
348,1.1059,10
348.1,0.9832,10
348.2,1.1779,10
348.3,1.114,10
348.4,1.058,10
348.5,1.2354,10
348.6,0.9063,10
348.7,1.0553,10
348.8,1.0613,10
348.9,1.0538,10
349,1.0986,10
349.1,0.9026,10
349.2,1.1427,10
349.3,0.8604,10
349.4,1.1002,10
349.5,1.0308,10
349.6,1.0665,10
349.7,1.1101,10
349.8,1.0684,10
349.9,1.0029,10
350,0.9679,10
350.1,1.0603,10
350.2,0.9302,10
350.3,1.068,10
350.4,1.0823,10
350.5,1.1839,10
350.6,0.9915,10
350.7,1.0901,10
350.8,1.0147,10
350.9,1.2083,10
351,0.9577,10
351.1,0.9157,10
351.2,1.055,10
351.3,0.8789,10
351.4,0.9441,10
351.5,0.9606,10
351.6,1.0293,10
351.7,1.0016,10
351.8,0.9803,10
351.9,1.0489,10
352,1.0392,10
352.1,1.2008,10
352.2,1.1787,10
352.3,1.1347,10
352.4,1.0594,10
352.5,1.0416,10
352.6,1.2776,10
352.7,1.0505,10
352.8,0.9093,10
352.9,0.8709,10
353,1.2011,10
353.1,1.1288,10
353.2,1.0124,10
353.3,0.9843,10
353.4,1.1576,10
353.5,1.0308,10
353.6,1.1211,10
353.7,1.2074,10
353.8,1.0973,10
353.9,1.027,10
354,0.9591,10
354.1,1.0325,10
354.2,1.0147,10
354.3,1.0512,10
354.4,1.0255,10
354.5,1.0238,10
354.6,1.1309,10
354.7,1.1564,10
354.8,0.8644,10
354.9,1.1057,10
355,1.3058,10
355.1,1.0792,10
355.2,1.0554,10
355.3,1.1084,10
355.4,1.0514,10
355.5,1.0155,10
355.6,1.1323,10
355.7,0.871,10
355.8,0.9618,10
355.9,1.1139,10
356,1.0872,10
356.1,1.0162,10
356.2,0.8435,10
356.3,1.1785,10
356.4,1.1065,10
356.5,1.093,10
356.6,1.1676,10
356.7,1.1604,10
356.8,1.1319,10
356.9,1.0888,10
357,1.1064,10
357.1,0.998,10
357.2,1.0522,10
357.3,1.2072,10
357.4,1.1118,10
357.5,1.108,10
357.6,1.4397,10
357.7,0.9771,10
357.8,1.0501,10
357.9,1.2252,10
358,0.9879,10
358.1,1.0768,10
358.2,1.2021,10
358.3,1.0347,10
358.4,1.1288,10
358.5,0.9815,10
358.6,0.93,10
358.7,1.1797,10
358.8,1.1553,10
358.9,1.0799,10
359,1.0232,10
359.1,1.0271,10
359.2,1.1231,10
359.3,1.0994,10
359.4,1.2996,10
359.5,1.2436,10
359.6,1.2636,10
359.7,1.0172,10
359.8,1.1443,10
359.9,1.1383,10
360,1.1558,10
360.1,1.0886,10
360.2,1.0597,10
360.3,1.1502,10
360.4,1.0443,10
360.5,1.1402,10
360.6,1.0425,10
360.7,1.1268,10
360.8,0.9678,10
360.9,1.1671,10
361,1.1988,10
361.1,0.9942,10
361.2,1.0693,10
361.3,1.0211,10
361.4,1.2171,10
361.5,0.9902,10
361.6,1.2784,10
361.7,1.1978,10
361.8,1.0989,10
361.9,1.1166,10
362,1.122,10
362.1,1.1107,10
362.2,0.9593,10
362.3,1.0865,10
362.4,1.0397,10
362.5,0.9838,10
362.6,1.1206,10
362.7,1.0844,10
362.8,1.2342,10
362.9,1.1946,10
363,1.0183,10
363.1,1.2027,10
363.2,1.2063,10
363.3,1.0253,10
363.4,1.1714,10
363.5,1.1634,10
363.6,1.0308,10
363.7,0.844,10
363.8,1.2725,10
363.9,1.2815,10
364,1.0532,10
364.1,1.0676,10
364.2,1.0694,10
364.3,1.0093,10
364.4,1.1523,10
364.5,1.2081,10
364.6,1.1152,10
364.7,1.204,10
364.8,1.0282,10
364.9,1.1232,10
365,1.2372,10
365.1,1.1673,10
365.2,1.1896,10
365.3,1.0142,10
365.4,1.2453,10
365.5,1.1591,10
365.6,1.2294,10
365.7,1.1231,10
365.8,1.1009,10
365.9,1.116,10
366,1.2385,10
366.1,1.3022,10
366.2,1.159,10
366.3,1.0063,10
366.4,1.2326,10
366.5,1.1893,10
366.6,1.0161,10
366.7,1.1803,10
366.8,1.2088,10
366.9,1.1259,10
367,1.139,10
367.1,1.0967,10
367.2,1.158,10
367.3,1.2032,10
367.4,1.1539,10
367.5,1.1202,10
367.6,1.1613,10
367.7,1.1546,10
367.8,1.1898,10
367.9,1.0371,10
368,1.1285,10
368.1,1.1513,10
368.2,1.1384,10
368.3,1.1264,10
368.4,1.0641,10
368.5,1.482,10
368.6,1.1126,10
368.7,1.2029,10
368.8,1.0734,10
368.9,1.093,10
369,1.1741,10
369.1,1.2292,10
369.2,1.2381,10
369.3,1.0665,10
369.4,1.1068,10
369.5,1.1724,10
369.6,1.1224,10
369.7,1.149,10
369.8,0.9571,10
369.9,0.9737,10
370,1.0491,10
370.1,1.2872,10
370.2,1.1792,10
370.3,1.0652,10
370.4,1.4227,10
370.5,1.1806,10
370.6,1.426,10
370.7,1.2741,10
370.8,1.2989,10
370.9,1.1976,10
371,1.024,10
371.1,1.1118,10
371.2,1.2641,10
371.3,1.2253,10
371.4,1.0978,10
371.5,1.157,10
371.6,1.3821,10
371.7,1.0557,10
371.8,1.0981,10
371.9,1.1794,10
372,1.1699,10
372.1,1.268,10
372.2,1.227,10
372.3,1.2566,10
372.4,1.2995,10
372.5,1.1583,10
372.6,1.2253,10
372.7,1.0934,10
372.8,1.2798,10
372.9,1.2067,10
373,0.9228,10
373.1,1.2383,10
373.2,1.4122,10
373.3,1.2584,10
373.4,1.2409,10
373.5,1.1639,10
373.6,1.1852,10
373.7,1.2734,10
373.8,1.2626,10
373.9,1.207,10
374,1.1623,10
374.1,1.1728,10
374.2,1.2735,10
374.3,1.1392,10
374.4,1.2243,10
374.5,1.1124,10
374.6,1.186,10
374.7,0.9666,10
374.8,1.1167,10
374.9,1.0671,10
375,1.2555,10
375.1,1.3434,10
375.2,1.2244,10
375.3,1.2615,10
375.4,1.1645,10
375.5,1.1991,10
375.6,1.3069,10
375.7,1.0999,10
375.8,1.1592,10
375.9,1.1721,10
376,1.4565,10
376.1,1.2452,10
376.2,1.2099,10
376.3,1.2941,10
376.4,0.9995,10
376.5,1.2128,10
376.6,1.1239,10
376.7,1.1006,10
376.8,1.0967,10
376.9,1.2575,10
377,1.1193,10
377.1,1.2745,10
377.2,1.2495,10
377.3,1.1401,10
377.4,1.1432,10
377.5,1.3134,10
377.6,1.1796,10
377.7,1.5161,10
377.8,1.2298,10
377.9,1.3815,10
378,1.2059,10
378.1,1.2628,10
378.2,1.3314,10
378.3,1.3829,10
378.4,1.1706,10
378.5,1.2117,10
378.6,1.231,10
378.7,1.2682,10
378.8,1.4711,10
378.9,1.2422,10
379,1.2412,10
379.1,1.2346,10
379.2,1.1528,10
379.3,1.2001,10
379.4,1.2669,10
379.5,1.2773,10
379.6,1.3117,10
379.7,1.4103,10
379.8,1.3885,10
379.9,1.2257,10
380,1.0354,10
380.1,1.3128,10
380.2,1.362,10
380.3,1.154,10
380.4,1.3405,10
380.5,1.3198,10
380.6,1.1968,10
380.7,1.4931,10
380.8,1.3234,10
380.9,1.1166,10
381,1.1692,10
381.1,1.329,10
381.2,1.3597,10
381.3,1.2715,10
381.4,1.0984,10
381.5,1.3366,10
381.6,1.2086,10
381.7,1.2476,10
381.8,1.3026,10
381.9,1.309,10
382,1.1178,10
382.1,1.4293,10
382.2,1.2906,10
382.3,1.4141,10
382.4,1.3853,10
382.5,1.2245,10
382.6,1.394,10
382.7,1.3285,10
382.8,1.5065,10
382.9,1.3378,10
383,1.3903,10
383.1,1.2321,10
383.2,1.3326,10
383.3,1.3204,10
383.4,1.1861,10
383.5,1.3006,10
383.6,1.3678,10
383.7,1.2543,10
383.8,1.4257,10
383.9,1.3997,10
384,1.2988,10
384.1,1.2761,10
384.2,1.3662,10
384.3,1.2006,10
384.4,1.5141,10
384.5,1.3084,10
384.6,1.2578,10
384.7,1.2637,10
384.8,1.2792,10
384.9,1.2439,10
385,1.3182,10
385.1,1.2602,10
385.2,1.5133,10
385.3,1.3006,10
385.4,1.3256,10
385.5,1.2578,10
385.6,1.2689,10
385.7,1.3773,10
385.8,1.1271,10
385.9,1.3373,10
386,1.3211,10
386.1,1.3534,10
386.2,1.3563,10
386.3,1.2776,10
386.4,1.3447,10
386.5,1.3712,10
386.6,1.2847,10
386.7,1.3132,10
386.8,1.2465,10
386.9,1.3447,10
387,1.3233,10
387.1,1.2781,10
387.2,1.1849,10
387.3,1.3689,10
387.4,1.3303,10
387.5,1.3017,10
387.6,1.1635,10
387.7,1.1875,10
387.8,1.3571,10
387.9,1.3586,10
388,1.3187,10
388.1,1.3519,10
388.2,1.3194,10
388.3,1.1521,10
388.4,1.4845,10
388.5,1.1227,10
388.6,1.3809,10
388.7,1.3991,10
388.8,1.329,10
388.9,1.3241,10
389,1.304,10
389.1,1.4182,10
389.2,1.2532,10
389.3,1.2587,10
389.4,1.4625,10
389.5,1.355,10
389.6,1.3114,10
389.7,1.2728,10
389.8,1.3803,10
389.9,1.3803,10
390,1.3993,10
390.1,1.2805,10
390.2,1.4103,10
390.3,1.4184,10
390.4,1.3663,10
390.5,1.2323,10
390.6,1.1928,10
390.7,1.0315,10
390.8,1.4113,10
390.9,1.1565,10
391,1.2839,10
391.1,1.3155,10
391.2,1.3925,10
391.3,1.2674,10
391.4,1.3902,10
391.5,1.4167,10
391.6,1.1324,10
391.7,1.4349,10
391.8,1.3728,10
391.9,1.4211,10
392,1.2996,10
392.1,1.3345,10
392.2,1.269,10
392.3,1.385,10
392.4,1.4349,10
392.5,1.4474,10
392.6,1.2806,10
392.7,1.5495,10
392.8,1.3072,10
392.9,1.362,10
393,1.5565,10
393.1,1.2464,10
393.2,1.3317,10
393.3,1.3229,10
393.4,1.3538,10
393.5,1.3818,10
393.6,1.178,10
393.7,1.5519,10
393.8,1.5065,10
393.9,1.3472,10
394,1.4601,10
394.1,1.3233,10
394.2,1.2872,10
394.3,1.3628,10
394.4,1.3454,10
394.5,1.5009,10
394.6,1.2464,10
394.7,1.4552,10
394.8,1.407,10
394.9,1.3645,10
395,1.2522,10
395.1,1.378,10
395.2,1.4558,10
395.3,1.495,10
395.4,1.4301,10
395.5,1.2087,10
395.6,1.3279,10
395.7,1.1125,10
395.8,1.3863,10
395.9,1.4291,10
396,1.2651,10
396.1,1.4341,10
396.2,1.2975,10
396.3,1.1277,10
396.4,1.356,10
396.5,1.2424,10
396.6,1.5438,10
396.7,1.5313,10
396.8,1.5024,10
396.9,1.2824,10
397,1.3816,10
397.1,1.503,10
397.2,1.1737,10
397.3,1.3496,10
397.4,1.6443,10
397.5,1.3888,10
397.6,1.3092,10
397.7,1.3546,10
397.8,1.3055,10
397.9,1.2479,10
398,1.3889,10
398.1,1.4143,10
398.2,1.4541,10
398.3,1.3174,10
398.4,1.4981,10
398.5,1.3388,10
398.6,1.3753,10
398.7,1.3539,10
398.8,1.3631,10
398.9,1.3296,10
399,1.3803,10
399.1,1.4474,10
399.2,1.218,10
399.3,1.335,10
399.4,1.467,10
399.5,1.483,10
399.6,1.2631,10
399.7,1.2796,10
399.8,1.3006,10
399.9,1.4157,10
400,1.3856,10
400.1,1.4128,10
400.2,1.4112,10
400.3,1.4179,10
400.4,1.3246,10
400.5,1.3744,10
400.6,1.1831,10
400.7,1.5683,10
400.8,1.4097,10
400.9,1.5106,10
401,1.2602,10
401.1,1.426,10
401.2,1.5174,10
401.3,1.321,10
401.4,1.3506,10
401.5,1.5042,10
401.6,1.489,10
401.7,1.4359,10
401.8,1.3872,10
401.9,1.4426,10
402,1.3503,10
402.1,1.2084,10
402.2,1.4953,10
402.3,1.5047,10
402.4,1.408,10
402.5,1.3294,10
402.6,1.3599,10
402.7,1.5915,10
402.8,1.283,10
402.9,1.5337,10
403,1.4995,10
403.1,1.3636,10
403.2,1.2518,10
403.3,1.492,10
403.4,1.5823,10
403.5,1.3532,10
403.6,1.4943,10
403.7,1.3656,10
403.8,1.5596,10
403.9,1.4601,10
404,1.403,10
404.1,1.255,10
404.2,1.3396,10
404.3,1.4822,10
404.4,1.489,10
404.5,1.5025,10
404.6,1.2822,10
404.7,1.4379,10
404.8,1.3348,10
404.9,1.5008,10
405,1.5057,10
405.1,1.4524,10
405.2,1.4071,10
405.3,1.419,10
405.4,1.4809,10
405.5,1.2887,10
405.6,1.4207,10
405.7,1.5369,10
405.8,1.483,10
405.9,1.305,10
406,1.5029,10
406.1,1.2642,10
406.2,1.3821,10
406.3,1.289,10
406.4,1.4221,10
406.5,1.4513,10
406.6,1.4351,10
406.7,1.4949,10
406.8,1.5515,10
