tiempo,salida,entrada
1722.3,8.9589,10
1722.4,8.9557,10
1722.5,9.1426,10
1722.6,8.9642,10
1722.7,8.7699,10
1722.8,8.9407,10
1722.9,8.9625,10
1723,8.9217,10
1723.1,8.9778,10
1723.2,9.0117,10
1723.3,8.9979,10
1723.4,9.0716,10
1723.5,9.1995,10
1723.6,8.7695,10
1723.7,9.0966,10
1723.8,9.0037,10
1723.9,9.0718,10
1724,9.0894,10
1724.1,8.9517,10
1724.2,9.0072,10
1724.3,8.9667,10
1724.4,8.823,10
1724.5,9.0181,10
1724.6,8.8178,10
1724.7,8.8641,10
1724.8,9.058,10
1724.9,9.0815,10
1725,9.1088,10
1725.1,8.8737,10
1725.2,9.1377,10
1725.3,9.0013,10
1725.4,8.8483,10
1725.5,8.7934,10
1725.6,9.0273,10
1725.7,9.0752,10
1725.8,9.1898,10
1725.9,9.0134,10
1726,8.9798,10
1726.1,9.0458,10
1726.2,9.1056,10
1726.3,8.9323,10
1726.4,8.9454,10
1726.5,8.9566,10
1726.6,8.974,10
1726.7,8.9494,10
1726.8,8.8882,10
1726.9,9.0211,10
1727,9.0278,10
1727.1,9.1454,10
1727.2,8.992,10
1727.3,9.0143,10
1727.4,9.0475,10
1727.5,8.9301,10
1727.6,9.0009,10
1727.7,9.0385,10
1727.8,9.0701,10
1727.9,9.0121,10
1728,8.9193,10
1728.1,9.0274,10
1728.2,9.1485,10
1728.3,8.8709,10
1728.4,8.8444,10
1728.5,8.9048,10
1728.6,8.9211,10
1728.7,9.0256,10
1728.8,8.925,10
1728.9,9.108,10
1729,9.0599,10
1729.1,9.0092,10
1729.2,9.0478,10
1729.3,9.0121,10
1729.4,8.9157,10
1729.5,9.0207,10
1729.6,9.0913,10
1729.7,8.9293,10
1729.8,8.9665,10
1729.9,9.0452,10
1730,8.9595,10
1730.1,9.2296,10
1730.2,9.1289,10
1730.3,8.8859,10
1730.4,8.979,10
1730.5,9.1306,10
1730.6,9.1087,10
1730.7,9.1228,10
1730.8,8.8269,10
1730.9,8.9174,10
1731,9.0245,10
1731.1,8.8768,10
1731.2,9.0295,10
1731.3,8.8713,10
1731.4,9.1346,10
1731.5,8.9381,10
1731.6,8.9226,10
1731.7,9.1797,10
1731.8,9.0906,10
1731.9,8.9488,10
1732,8.8227,10
1732.1,9.0359,10
1732.2,9.1039,10
1732.3,9.0542,10
1732.4,8.9433,10
1732.5,9.0391,10
1732.6,9.0558,10
1732.7,8.8959,10
1732.8,9.1727,10
1732.9,9.0103,10
1733,9.1325,10
1733.1,8.9363,10
1733.2,8.9653,10
1733.3,8.8893,10
1733.4,8.9494,10
1733.5,9.0742,10
1733.6,8.9177,10
1733.7,8.7863,10
1733.8,8.9418,10
1733.9,9.0598,10
1734,8.9032,10
1734.1,9.0864,10
1734.2,8.9413,10
1734.3,9.0153,10
1734.4,8.8351,10
1734.5,9.082,10
1734.6,8.923,10
1734.7,8.9191,10
1734.8,9.1137,10
1734.9,9.1901,10
1735,9.0646,10
1735.1,8.9973,10
1735.2,9.0527,10
1735.3,9.1714,10
1735.4,9.0365,10
1735.5,9.0896,10
1735.6,8.7828,10
1735.7,8.8993,10
1735.8,9.1074,10
1735.9,9.2663,10
1736,9.2183,10
1736.1,9.1015,10
1736.2,8.8337,10
1736.3,9.0013,10
1736.4,8.8233,10
1736.5,8.9759,10
1736.6,9.0005,10
1736.7,8.9716,10
1736.8,9.256,10
1736.9,9.102,10
1737,9.1849,10
1737.1,8.9989,10
1737.2,9.0748,10
1737.3,9.084,10
1737.4,9.1764,10
1737.5,9.2463,10
1737.6,9.0503,10
1737.7,9.0193,10
1737.8,9.0351,10
1737.9,9.0013,10
1738,8.9054,10
1738.1,9.0914,10
1738.2,8.9731,10
1738.3,9.0379,10
1738.4,8.9796,10
1738.5,9.2118,10
1738.6,9.1744,10
1738.7,9.0467,10
1738.8,9.2019,10
1738.9,8.9315,10
1739,9.0083,10
1739.1,9.1633,10
1739.2,8.9535,10
1739.3,8.9483,10
1739.4,8.9201,10
1739.5,8.8479,10
1739.6,9.1629,10
1739.7,8.859,10
1739.8,8.8972,10
1739.9,8.8452,10
1740,9.0553,10
1740.1,8.9229,10
1740.2,9.2188,10
1740.3,8.9878,10
1740.4,8.9944,10
1740.5,8.9496,10
1740.6,9.133,10
1740.7,9.0984,10
1740.8,8.9873,10
1740.9,8.9486,10
1741,9.0676,10
1741.1,9.256,10
1741.2,8.9738,10
1741.3,9.0382,10
1741.4,9.0141,10
1741.5,9.056,10
1741.6,8.9981,10
1741.7,8.9454,10
1741.8,9.0747,10
1741.9,8.9046,10
1742,9.225,10
1742.1,9.0845,10
1742.2,9.1602,10
1742.3,9.0956,10
1742.4,8.957,10
1742.5,9.1205,10
1742.6,8.8452,10
1742.7,9.0221,10
1742.8,9.1138,10
1742.9,9.0587,10
1743,9.0388,10
1743.1,9.042,10
1743.2,8.9272,10
1743.3,9.0674,10
1743.4,8.9539,10
1743.5,9.1112,10
1743.6,9.0106,10
1743.7,9.0418,10
1743.8,8.9326,10
1743.9,8.9583,10
1744,8.8206,10
1744.1,8.9674,10
1744.2,9.0731,10
1744.3,8.8869,10
1744.4,9.0361,10
1744.5,9.2088,10
1744.6,9.0896,10
1744.7,8.9906,10
1744.8,8.9735,10
1744.9,9.069,10
1745,9.2116,10
1745.1,9.052,10
1745.2,9.0624,10
1745.3,9.1305,10
1745.4,9.2272,10
1745.5,8.9673,10
1745.6,8.9757,10
1745.7,9.0313,10
1745.8,9.1223,10
1745.9,8.8651,10
1746,9.0409,10
1746.1,9.0359,10
1746.2,8.8331,10
1746.3,9.1024,10
1746.4,9.0239,10
1746.5,9.0629,10
1746.6,9.0064,10
1746.7,9.1752,10
1746.8,9.2515,10
1746.9,9.091,10
1747,8.9242,10
1747.1,9.0328,10
1747.2,9.0344,10
1747.3,9.1687,10
1747.4,8.9277,10
1747.5,9.0094,10
1747.6,9.2081,10
1747.7,9.078,10
1747.8,9.1863,10
1747.9,8.865,10
1748,9.0614,10
1748.1,9.0516,10
1748.2,9.1843,10
1748.3,8.9778,10
1748.4,9.0391,10
1748.5,8.9634,10
1748.6,9.0608,10
1748.7,9.0175,10
1748.8,9.1487,10
1748.9,8.9046,10
1749,9.145,10
1749.1,9.0616,10
1749.2,9.1173,10
1749.3,9.0741,10
1749.4,8.9462,10
1749.5,8.9559,10
1749.6,8.9716,10
1749.7,9.1403,10
1749.8,9.1314,10
1749.9,9.1304,10
1750,9.1999,10
1750.1,9.2081,10
1750.2,9.0379,10
1750.3,8.9749,10
1750.4,9.0304,10
1750.5,9.186,10
1750.6,9.092,10
1750.7,8.9036,10
1750.8,8.9059,10
1750.9,9.0179,10
1751,9.0279,10
1751.1,9.0973,10
1751.2,8.8616,10
1751.3,8.8974,10
1751.4,9.2294,10
1751.5,9.0639,10
1751.6,9.0234,10
1751.7,9.085,10
1751.8,9.3192,10
1751.9,9.0588,10
1752,9.1063,10
1752.1,9.1083,10
1752.2,9.0576,10
1752.3,9.2231,10
1752.4,8.9809,10
1752.5,9.1026,10
1752.6,9.1012,10
1752.7,9.148,10
1752.8,9.1126,10
1752.9,9.1039,10
1753,9.1849,10
1753.1,8.776,10
1753.2,8.9292,10
1753.3,9.104,10
1753.4,8.9893,10
1753.5,8.9127,10
1753.6,8.9629,10
1753.7,9.1363,10
1753.8,9.0366,10
1753.9,8.9317,10
1754,9.0372,10
1754.1,9.3053,10
1754.2,9.1631,10
1754.3,8.9911,10
1754.4,9.0474,10
1754.5,9.0187,10
1754.6,8.9138,10
1754.7,8.8205,10
1754.8,9.0342,10
1754.9,9.0948,10
1755,9.0657,10
1755.1,9.1717,10
1755.2,9.2947,10
1755.3,8.9172,10
1755.4,9.1332,10
1755.5,8.9557,10
1755.6,9.1072,10
1755.7,8.9849,10
1755.8,9.0308,10
1755.9,9.1125,10
1756,9.0713,10
1756.1,8.976,10
1756.2,9.0616,10
1756.3,8.872,10
1756.4,8.9667,10
1756.5,9.0651,10
1756.6,9.0704,10
1756.7,9.1116,10
1756.8,9.0472,10
1756.9,9.0905,10
1757,9.1167,10
1757.1,9.1335,10
1757.2,9.1307,10
1757.3,8.979,10
1757.4,9.1832,10
1757.5,9.0261,10
1757.6,9.1219,10
1757.7,9.0651,10
1757.8,9.1865,10
1757.9,8.9408,10
1758,9.0068,10
1758.1,9.0504,10
1758.2,9.1466,10
1758.3,9.0641,10
1758.4,9.0269,10
1758.5,9.2611,10
1758.6,9.0922,10
1758.7,8.9694,10
1758.8,9.0198,10
1758.9,9.1971,10
1759,9.2831,10
1759.1,8.9816,10
1759.2,9.0139,10
1759.3,9.1311,10
1759.4,9.1435,10
1759.5,9.0776,10
1759.6,9.1511,10
1759.7,8.9168,10
1759.8,9.1134,10
1759.9,9.055,10
1760,9.0674,10
1760.1,8.9084,10
1760.2,9.1076,10
1760.3,9.0877,10
1760.4,9.0893,10
1760.5,9.0607,10
1760.6,8.9343,10
1760.7,8.9682,10
1760.8,9.116,10
1760.9,8.995,10
1761,8.9721,10
1761.1,9.2209,10
1761.2,9.0438,10
1761.3,9.1043,10
1761.4,8.9646,10
1761.5,9.1099,10
1761.6,9.0408,10
1761.7,9.087,10
1761.8,9.0438,10
1761.9,8.8808,10
1762,9.0281,10
1762.1,9.1596,10
1762.2,8.8666,10
1762.3,9.18,10
1762.4,8.9939,10
1762.5,9.0101,10
1762.6,9.1315,10
1762.7,9.1135,10
1762.8,9.1101,10
1762.9,9.0223,10
1763,9.2344,10
1763.1,8.9472,10
1763.2,9.0145,10
1763.3,8.9279,10
1763.4,9.2204,10
1763.5,9.1089,10
1763.6,9.1009,10
1763.7,8.8934,10
1763.8,9.1277,10
1763.9,9.1466,10
1764,9.066,10
1764.1,9.2212,10
1764.2,9.0697,10
1764.3,9.0954,10
1764.4,9.0962,10
1764.5,9.1186,10
1764.6,8.9549,10
1764.7,9.1396,10
1764.8,9.1599,10
1764.9,9.0259,10
1765,9.2053,10
1765.1,9.0442,10
1765.2,9.134,10
1765.3,9.0124,10
1765.4,8.96,10
1765.5,9.0579,10
1765.6,9.0875,10
1765.7,9.1387,10
1765.8,8.8912,10
1765.9,9.0255,10
1766,8.9953,10
1766.1,9.0546,10
1766.2,9.1137,10
1766.3,9.0001,10
1766.4,9.0567,10
1766.5,9.0662,10
1766.6,8.925,10
1766.7,9.1244,10
1766.8,9.0444,10
1766.9,9.0444,10
1767,9.0296,10
1767.1,9.0628,10
1767.2,8.9835,10
1767.3,9.0004,10
1767.4,9.1055,10
1767.5,9.3176,10
1767.6,9.1217,10
1767.7,9.1282,10
1767.8,9.0141,10
1767.9,9.0605,10
1768,9.1816,10
1768.1,8.9886,10
1768.2,8.8176,10
1768.3,8.8721,10
1768.4,9.0603,10
1768.5,8.9487,10
1768.6,9.1824,10
1768.7,9.1381,10
1768.8,9.0513,10
1768.9,9.181,10
1769,9.0238,10
1769.1,9.1931,10
1769.2,8.9518,10
1769.3,8.974,10
1769.4,9.2128,10
1769.5,9.2326,10
1769.6,9.0125,10
1769.7,9.0153,10
1769.8,9.0449,10
1769.9,9.0703,10
1770,9.0964,10
1770.1,9.0906,10
1770.2,9.2401,10
1770.3,9.0967,10
1770.4,8.9937,10
1770.5,9.1471,10
1770.6,9.0754,10
1770.7,9.0118,10
1770.8,8.9973,10
1770.9,9.095,10
1771,9.066,10
1771.1,9.0641,10
1771.2,9.2781,10
1771.3,9.0444,10
1771.4,9.4502,10
1771.5,9.1047,10
1771.6,9.156,10
1771.7,9.0024,10
1771.8,8.8391,10
1771.9,9.1501,10
1772,9.0486,10
1772.1,9.1461,10
1772.2,9.0246,10
1772.3,9.0368,10
1772.4,9.0707,10
1772.5,8.9995,10
1772.6,8.9399,10
1772.7,8.9489,10
1772.8,9.2332,10
1772.9,9.0289,10
1773,9.0637,10
1773.1,9.1545,10
1773.2,9.0017,10
1773.3,9.0662,10
1773.4,9.0688,10
1773.5,9.0141,10
1773.6,8.9898,10
1773.7,8.9794,10
1773.8,9.288,10
1773.9,9.1404,10
1774,9.0763,10
1774.1,9.1586,10
1774.2,9.0121,10
1774.3,9.2529,10
1774.4,9.0843,10
1774.5,8.9587,10
1774.6,9.1509,10
1774.7,9.0976,10
1774.8,9.0139,10
1774.9,9.0728,10
1775,9.0405,10
1775.1,9.0919,10
1775.2,9.1013,10
1775.3,9.2322,10
1775.4,9.1225,10
1775.5,9.0179,10
1775.6,8.9569,10
1775.7,9.329,10
1775.8,8.9832,10
1775.9,9.1989,10
1776,9.2194,10
1776.1,9.1333,10
1776.2,8.8893,10
1776.3,9.2533,10
1776.4,9.2357,10
1776.5,8.9776,10
1776.6,9.1359,10
1776.7,8.9751,10
1776.8,9.2536,10
1776.9,9.2384,10
1777,9.0723,10
1777.1,9.0469,10
1777.2,9.0915,10
1777.3,9.1691,10
1777.4,9.2725,10
1777.5,9.0717,10
1777.6,9.2784,10
1777.7,9.1452,10
1777.8,8.9567,10
1777.9,9.0925,10
1778,9.0454,10
1778.1,9.2415,10
1778.2,9.1435,10
1778.3,9.0118,10
1778.4,9.2885,10
1778.5,9.2449,10
1778.6,9.0528,10
1778.7,9.1569,10
1778.8,9.0891,10
1778.9,9.1592,10
1779,9.1311,10
1779.1,9.1099,10
1779.2,9.1496,10
1779.3,9.1832,10
1779.4,9.1194,10
1779.5,9.1407,10
1779.6,9.1742,10
1779.7,9.2109,10
1779.8,9.0514,10
1779.9,8.9559,10
1780,9.1031,10
1780.1,9.1822,10
1780.2,8.906,10
1780.3,9.1958,10
1780.4,9.1317,10
1780.5,9.0994,10
1780.6,9.1129,10
1780.7,9.1162,10
1780.8,9.1211,10
1780.9,9.1299,10
1781,8.965,10
1781.1,9.0647,10
1781.2,9.0913,10
1781.3,9.0607,10
1781.4,9.0867,10
1781.5,9.2794,10
1781.6,9.1405,10
1781.7,8.9942,10
1781.8,9.1763,10
1781.9,9.161,10
1782,9.1369,10
1782.1,9.1648,10
1782.2,9.0623,10
1782.3,9.1573,10
1782.4,9.0268,10
1782.5,9.0108,10
1782.6,9.0294,10
1782.7,9.1948,10
1782.8,9.0244,10
1782.9,9.0574,10
1783,9.0645,10
1783.1,8.9789,10
1783.2,8.9032,10
1783.3,9.4098,10
1783.4,9.0754,10
1783.5,9.1869,10
1783.6,8.9701,10
1783.7,8.9966,10
1783.8,9.0775,10
1783.9,9.2254,10
1784,9.0534,10
1784.1,9.0129,10
1784.2,9.0363,10
1784.3,9.049,10
1784.4,8.9176,10
1784.5,9.1779,10
1784.6,9.0203,10
1784.7,9.122,10
1784.8,9.2188,10
1784.9,9.0675,10
1785,9.2578,10
1785.1,8.9064,10
1785.2,9.0988,10
1785.3,9.0381,10
1785.4,9.2514,10
1785.5,9.0513,10
1785.6,9.1779,10
1785.7,9.0612,10
1785.8,9.1424,10
1785.9,9.1347,10
1786,9.2412,10
1786.1,9.1255,10
1786.2,9.1112,10
1786.3,9.033,10
1786.4,9.1597,10
1786.5,9.1012,10
1786.6,8.9743,10
1786.7,9.0826,10
1786.8,8.958,10
1786.9,9.1342,10
1787,9.1253,10
1787.1,9.2073,10
1787.2,9.0998,10
1787.3,9.0398,10
1787.4,9.0481,10
1787.5,8.9904,10
1787.6,9.0175,10
1787.7,9.1639,10
1787.8,9.0991,10
1787.9,9.1134,10
1788,9.0279,10
1788.1,9.2201,10
1788.2,9.2924,10
1788.3,9.0912,10
1788.4,9.1026,10
1788.5,9.0922,10
1788.6,9.0583,10
1788.7,9.0354,10
1788.8,9.0189,10
1788.9,9.1126,10
1789,9.1297,10
1789.1,9.1505,10
1789.2,9.1793,10
1789.3,9.1742,10
1789.4,9.141,10
1789.5,9.2582,10
1789.6,9.3897,10
1789.7,9.1498,10
1789.8,9.1181,10
1789.9,8.8306,10
1790,9.2401,10
1790.1,9.1204,10
1790.2,9.0003,10
1790.3,8.9676,10
1790.4,9.206,10
1790.5,9.1929,10
1790.6,9.221,10
1790.7,9.3396,10
1790.8,8.9535,10
1790.9,8.9972,10
1791,9.243,10
1791.1,9.0162,10
1791.2,9.1092,10
1791.3,8.9669,10
1791.4,9.1516,10
1791.5,9.1744,10
1791.6,9.2701,10
1791.7,9.0644,10
1791.8,8.9409,10
1791.9,9.089,10
1792,9.2332,10
1792.1,9.116,10
1792.2,9.0928,10
1792.3,9.1174,10
1792.4,9.0169,10
1792.5,9.1327,10
1792.6,9.0225,10
1792.7,9.1342,10
1792.8,9.0984,10
1792.9,9.3273,10
1793,9.0968,10
1793.1,9.2521,10
1793.2,8.9948,10
1793.3,9.3012,10
1793.4,9.1961,10
1793.5,9.3207,10
1793.6,9.0904,10
1793.7,9.007,10
1793.8,9.2496,10
1793.9,9.1817,10
1794,9.1114,10
1794.1,8.9938,10
1794.2,9.1405,10
1794.3,9.2373,10
1794.4,9.0006,10
1794.5,9.0981,10
1794.6,9.1138,10
1794.7,9.1772,10
1794.8,9.0649,10
1794.9,9.1917,10
1795,9.1347,10
1795.1,9.1566,10
1795.2,9.3291,10
1795.3,8.9401,10
1795.4,8.9693,10
1795.5,9.0724,10
1795.6,9.0059,10
1795.7,9.0941,10
1795.8,9.1651,10
1795.9,9.1104,10
1796,9.3076,10
1796.1,9.1696,10
1796.2,9.2077,10
1796.3,9.1577,10
1796.4,9.2234,10
1796.5,9.0236,10
1796.6,9.1264,10
1796.7,9.1195,10
1796.8,9.0388,10
1796.9,9.1355,10
1797,9.1914,10
1797.1,9.0673,10
1797.2,9.2074,10
1797.3,9.1348,10
1797.4,9.2307,10
1797.5,9.175,10
1797.6,9.004,10
1797.7,9.2642,10
1797.8,9.0987,10
1797.9,9.1845,10
1798,9.1251,10
1798.1,9.2446,10
1798.2,9.1016,10
1798.3,9.0087,10
1798.4,9.0124,10
1798.5,9.1972,10
1798.6,9.1428,10
1798.7,8.9439,10
1798.8,9.3779,10
1798.9,9.1017,10
1799,9.1985,10
1799.1,9.1577,10
1799.2,9.1437,10
1799.3,9.0469,10
1799.4,9.185,10
1799.5,9.0345,10
1799.6,9.1178,10
1799.7,9.0979,10
1799.8,9.0785,10
1799.9,9.0833,10
1800,9.2603,10
1800.1,9.1294,10
1800.2,9.0498,10
1800.3,9.1593,10
1800.4,9.2166,10
1800.5,9.2649,10
1800.6,8.9055,10
1800.7,9.2249,10
1800.8,9.209,10
1800.9,9.3065,10
1801,9.1873,10
1801.1,9.1748,10
1801.2,9.1511,10
1801.3,9.1063,10
1801.4,9.0177,10
1801.5,9.232,10
1801.6,9.1735,10
1801.7,9.0667,10
1801.8,9.2051,10
1801.9,9.2372,10
1802,9.3158,10
1802.1,9.1846,10
1802.2,9.068,10
1802.3,9.1141,10
1802.4,9.2319,10
1802.5,9.0723,10
1802.6,9.1296,10
1802.7,9.0723,10
1802.8,9.0857,10
1802.9,9.1255,10
1803,9.1439,10
1803.1,9.2084,10
1803.2,9.1403,10
1803.3,9.1806,10
1803.4,9.1365,10
1803.5,9.1626,10
1803.6,9.0456,10
1803.7,9.0423,10
1803.8,9.1726,10
1803.9,9.2098,10
1804,9.0893,10
1804.1,9.1217,10
1804.2,9.2961,10
1804.3,9.153,10
1804.4,9.2391,10
1804.5,9.1184,10
1804.6,9.2086,10
1804.7,9.122,10
1804.8,9.146,10
1804.9,9.0826,10
1805,9.3364,10
1805.1,9.3674,10
1805.2,9.0606,10
1805.3,9.1064,10
1805.4,9.1094,10
1805.5,9.0084,10
1805.6,9.1153,10
1805.7,9.1154,10
1805.8,9.1002,10
1805.9,9.2424,10
1806,9.1286,10
1806.1,9.1387,10
1806.2,9.1237,10
1806.3,9.2227,10
1806.4,9.2311,10
1806.5,9.2055,10
1806.6,9.1657,10
1806.7,9.2135,10
1806.8,9.1453,10
1806.9,9.2371,10
1807,8.9709,10
1807.1,9.218,10
1807.2,9.0876,10
1807.3,9.0593,10
1807.4,9.1121,10
1807.5,9.1228,10
1807.6,9.0534,10
1807.7,9.1832,10
1807.8,9.0308,10
1807.9,9.1742,10
1808,9.0661,10
1808.1,9.1997,10
1808.2,9.1448,10
1808.3,9.1212,10
1808.4,9.1723,10
1808.5,9.0474,10
1808.6,9.0532,10
1808.7,9.2209,10
1808.8,9.0775,10
1808.9,9.1623,10
1809,9.3619,10
1809.1,9.0442,10
1809.2,9.1607,10
1809.3,9.0072,10
1809.4,9.2188,10
1809.5,9.1841,10
1809.6,9.2758,10
1809.7,9.2296,10
1809.8,9.1647,10
1809.9,9.0643,10
1810,9.2842,10
1810.1,8.9143,10
1810.2,9.1763,10
1810.3,9.2645,10
1810.4,9.1803,10
1810.5,9.1208,10
1810.6,9.1193,10
1810.7,9.1606,10
1810.8,9.168,10
1810.9,9.227,10
1811,9.0893,10
1811.1,9.1365,10
1811.2,9.1741,10
1811.3,9.3274,10
1811.4,9.2326,10
1811.5,9.2967,10
1811.6,8.9334,10
1811.7,9.3326,10
1811.8,9.1217,10
1811.9,9.0726,10
1812,9.2134,10
1812.1,9.1499,10
1812.2,9.1396,10
1812.3,9.2264,10
1812.4,9.1828,10
1812.5,9.0167,10
1812.6,9.0767,10
1812.7,9.2617,10
1812.8,9.1144,10
1812.9,9.2288,10
1813,9.0567,10
1813.1,8.9861,10
1813.2,9.2097,10
1813.3,9.0211,10
1813.4,9.2275,10
1813.5,9.1217,10
1813.6,9.2052,10
1813.7,9.1519,10
1813.8,9.3433,10
1813.9,9.2204,10
1814,9.2556,10
1814.1,9.1302,10
1814.2,9.0839,10
1814.3,9.0662,10
1814.4,9.1847,10
1814.5,9.2167,10
1814.6,9.2521,10
1814.7,9.2539,10
1814.8,9.2536,10
1814.9,9.232,10
1815,9.143,10
1815.1,9.0538,10
1815.2,9.2845,10
1815.3,9.0964,10
1815.4,9.0781,10
1815.5,9.2572,10
1815.6,9.1427,10
1815.7,9.2138,10
1815.8,9.1564,10
1815.9,9.2803,10
1816,9.1834,10
1816.1,9.2229,10
1816.2,9.2007,10
1816.3,9.265,10
1816.4,9.1305,10
1816.5,9.113,10
1816.6,9.0628,10
1816.7,8.9738,10
1816.8,9.1437,10
1816.9,9.2767,10
1817,9.0988,10
1817.1,9.0539,10
1817.2,9.2791,10
1817.3,9.2761,10
1817.4,9.0146,10
1817.5,9.0807,10
1817.6,8.9319,10
1817.7,8.9628,10
1817.8,9.1074,10
1817.9,8.9204,10
1818,9.0729,10
1818.1,9.1917,10
1818.2,8.9943,10
1818.3,9.2354,10
1818.4,9.1428,10
1818.5,9.4168,10
1818.6,9.0526,10
1818.7,9.0688,10
1818.8,8.9385,10
1818.9,9.1702,10
1819,9.1583,10
1819.1,9.2193,10
1819.2,9.0406,10
1819.3,9.1069,10
1819.4,9.0819,10
1819.5,9.1454,10
1819.6,9.2756,10
1819.7,9.0031,10
1819.8,9.1921,10
1819.9,9.0789,10
1820,9.3338,10
1820.1,9.1299,10
1820.2,9.0319,10
1820.3,9.1016,10
1820.4,9.249,10
1820.5,9.2911,10
1820.6,9.1181,10
1820.7,9.1761,10
1820.8,9.3498,10
1820.9,9.0852,10
1821,9.2596,10
1821.1,9.2987,10
1821.2,9.3739,10
1821.3,9.0386,10
1821.4,9.0935,10
1821.5,9.1659,10
1821.6,9.2053,10
1821.7,9.1094,10
1821.8,9.2984,10
1821.9,9.0029,10
1822,9.1292,10
1822.1,8.8744,10
1822.2,9.1433,10
1822.3,9.1387,10
1822.4,9.0305,10
1822.5,9.2609,10
1822.6,9.1441,10
1822.7,9.3965,10
1822.8,9.1861,10
1822.9,9.1604,10
1823,9.3119,10
1823.1,9.063,10
1823.2,8.9836,10
1823.3,9.2565,10
1823.4,9.0311,10
1823.5,9.1095,10
1823.6,8.9645,10
1823.7,9.2277,10
1823.8,9.0926,10
1823.9,9.1317,10
1824,9.3223,10
1824.1,9.1627,10
1824.2,9.0463,10
1824.3,9.2452,10
1824.4,9.3808,10
1824.5,9.1521,10
1824.6,9.1844,10
1824.7,9.1793,10
1824.8,9.134,10
1824.9,9.3125,10
1825,9.1491,10
1825.1,9.2574,10
1825.2,9.1686,10
1825.3,8.9954,10
1825.4,9.1431,10
1825.5,9.1492,10
1825.6,9.1565,10
1825.7,9.3322,10
1825.8,9.1821,10
1825.9,9.1952,10
1826,9.1827,10
1826.1,9.0495,10
1826.2,9.0939,10
1826.3,9.0607,10
1826.4,9.14,10
1826.5,9.3916,10
1826.6,9.0449,10
1826.7,9.3078,10
1826.8,9.1919,10
1826.9,9.0897,10
1827,9.2503,10
1827.1,9.2602,10
1827.2,9.1574,10
1827.3,9.2088,10
1827.4,9.2602,10
1827.5,9.0209,10
1827.6,9.121,10
1827.7,9.0429,10
1827.8,9.1214,10
1827.9,9.1798,10
1828,9.0142,10
1828.1,9.1616,10
1828.2,9.0684,10
1828.3,9.1925,10
1828.4,9.0607,10
1828.5,9.3036,10
1828.6,9.2012,10
1828.7,9.1953,10
1828.8,9.2476,10
1828.9,9.1869,10
1829,9.2669,10
1829.1,9.139,10
1829.2,9.3429,10
1829.3,9.0065,10
1829.4,8.8984,10
1829.5,9.1455,10
1829.6,9.1706,10
1829.7,9.3261,10
1829.8,9.0624,10
1829.9,9.1197,10
1830,9.1877,10
1830.1,9.258,10
1830.2,9.1747,10
1830.3,9.1979,10
1830.4,8.9678,10
1830.5,9.2139,10
1830.6,9.2405,10
1830.7,9.2262,10
1830.8,9.0899,10
1830.9,9.0974,10
1831,9.142,10
1831.1,9.1018,10
1831.2,9.1986,10
1831.3,9.3582,10
1831.4,9.4257,10
1831.5,9.052,10
1831.6,9.1394,10
1831.7,9.1175,10
1831.8,9.1748,10
1831.9,9.1257,10
1832,9.049,10
1832.1,9.0743,10
1832.2,9.102,10
1832.3,9.0619,10
1832.4,9.1547,10
1832.5,9.1627,10
1832.6,9.1967,10
1832.7,9.1613,10
1832.8,9.3201,10
1832.9,9.1569,10
1833,9.3573,10
1833.1,9.2887,10
1833.2,9.2868,10
1833.3,9.1237,10
1833.4,9.221,10
1833.5,9.2049,10
1833.6,9.0859,10
1833.7,9.1587,10
1833.8,9.278,10
1833.9,9.2392,10
1834,9.2371,10
1834.1,9.1704,10
1834.2,9.1776,10
1834.3,9.0852,10
1834.4,9.2072,10
1834.5,9.2299,10
1834.6,9.0379,10
1834.7,9.0494,10
1834.8,9.2313,10
1834.9,9.0911,10
1835,9.106,10
1835.1,9.1525,10
1835.2,9.128,10
1835.3,9.1368,10
1835.4,9.1054,10
1835.5,9.3941,10
1835.6,9.245,10
1835.7,9.239,10
1835.8,9.2442,10
1835.9,9.0931,10
1836,9.2304,10
1836.1,9.2073,10
1836.2,9.1969,10
1836.3,9.0623,10
1836.4,9.3457,10
1836.5,9.1189,10
1836.6,9.1218,10
1836.7,9.3349,10
1836.8,9.0883,10
1836.9,9.173,10
1837,9.2454,10
1837.1,9.1456,10
1837.2,9.1918,10
1837.3,9.1879,10
1837.4,9.1195,10
1837.5,9.1339,10
1837.6,9.2992,10
1837.7,9.0769,10
1837.8,9.1845,10
1837.9,9.2397,10
1838,9.1296,10
1838.1,9.1566,10
1838.2,9.2521,10
1838.3,9.3067,10
1838.4,9.2912,10
1838.5,9.155,10
1838.6,9.2443,10
1838.7,9.0746,10
1838.8,9.3663,10
1838.9,9.1375,10
1839,9.1706,10
1839.1,9.0649,10
1839.2,9.1813,10
1839.3,9.2619,10
1839.4,9.2757,10
1839.5,9.1871,10
1839.6,9.2766,10
1839.7,9.1388,10
1839.8,9.0947,10
1839.9,9.181,10
1840,9.0245,10
1840.1,9.142,10
1840.2,9.2503,10
1840.3,9.1053,10
1840.4,9.2104,10
1840.5,9.183,10
1840.6,9.1378,10
1840.7,9.0619,10
1840.8,8.9695,10
1840.9,9.0652,10
1841,9.2117,10
1841.1,9.2893,10
1841.2,9.2586,10
1841.3,9.3384,10
1841.4,9.2484,10
1841.5,9.2171,10
1841.6,9.2623,10
